pk,season,type,startDate,endDate,status,teamAwayID,teamHomeID
2019020267,20192020,R,2019-11-11T00:00:00Z,2019-11-11T02:59:11Z,Final,4,6
2019020268,20192020,R,2019-11-11T00:00:00Z,2019-11-11T02:59:07Z,Final,10,16
2019020269,20192020,R,2019-11-11T02:00:00Z,2019-11-11T04:38:50Z,Final,22,24
2019020270,20192020,R,2019-11-12T00:00:00Z,2019-11-12T02:52:52Z,Final,53,15
2019020271,20192020,R,2019-11-12T00:00:00Z,2019-11-12T02:52:23Z,Final,9,12
2019020272,20192020,R,2019-11-13T00:00:00Z,2019-11-13T02:56:03Z,Final,13,6
2019020273,20192020,R,2019-11-13T00:00:00Z,2019-11-13T02:52:47Z,Final,29,8
2019020274,20192020,R,2019-11-13T00:30:00Z,2019-11-13T03:03:46Z,Final,5,3
2019020275,20192020,R,2019-11-13T01:00:00Z,2019-11-13T03:46:16Z,Final,53,19
2019020276,20192020,R,2019-11-13T01:00:00Z,2019-11-13T03:37:22Z,Final,21,52
2019020277,20192020,R,2019-11-13T03:00:00Z,2019-11-13T05:33:56Z,Final,18,23
2019020278,20192020,R,2019-11-13T03:00:00Z,2019-11-13T05:56:46Z,Final,17,24
2019020279,20192020,R,2019-11-13T03:30:00Z,2019-11-13T06:05:28Z,Final,30,26
2019020280,20192020,R,2019-11-13T03:30:00Z,2019-11-13T06:03:16Z,Final,22,28
2019020281,20192020,R,2019-11-14T00:00:00Z,2019-11-14T03:07:13Z,Final,9,1
2019020282,20192020,R,2019-11-14T00:00:00Z,2019-11-14T02:28:39Z,Final,10,2
2019020283,20192020,R,2019-11-14T00:30:00Z,2019-11-14T03:20:26Z,Final,15,4
2019020284,20192020,R,2019-11-14T02:30:00Z,2019-11-14T05:03:14Z,Final,25,20
2019020285,20192020,R,2019-11-14T03:00:00Z,2019-11-14T05:48:25Z,Final,16,54
2019020286,20192020,R,2019-11-15T00:00:00Z,2019-11-15T02:58:29Z,Final,12,7
2019020287,20192020,R,2019-11-15T00:00:00Z,2019-11-15T02:54:30Z,Final,3,14
2019020288,20192020,R,2019-11-15T00:00:00Z,2019-11-15T02:30:05Z,Final,52,13
