"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"833","Kevin Bahl","N.J","D","7","109.48333333333","0","2","0","2","2","50.00","5","0.00","0.12","10","6","1","0","0","0","0","0","0","0","0","0","3","2","17","7","6","0","0","-"
"841","Karson Kuhlman","BOS","C","20","203.73333333333","2","0","0","0","2","50.00","31","6.45","2.08","46","38","25","10","1","3","0","0","0","0","0","2","1","2","27","21","4","2","2","50.00"
"846","Ilya Lyubushkin","ARI","D","42","642.91666666667","1","1","1","0","2","12.50","36","2.78","1.15","72","51","12","1","0","4","10","5","5","0","0","5","13","8","100","73","71","0","0","-"
"858","Taro Hirose","DET","L","6","63.583333333333","0","2","1","1","2","66.67","6","0.00","0.25","6","6","2","1","0","0","0","0","0","0","0","1","2","1","1","6","2","1","0","100.00"
"863","Joel Kellman","S.J","C","7","68.466666666667","1","1","1","0","2","50.00","12","8.33","1.02","18","14","15","2","3","0","6","3","3","0","0","1","0","3","5","3","2","25","28","47.17"
"864","Nolan Foote","N.J","L","6","57.75","1","1","0","1","2","50.00","5","20.00","0.26","6","6","3","1","0","0","0","0","0","0","0","0","2","1","5","5","1","0","2","0.00"
"867","Bowen Byram","COL","D","19","306.33333333333","0","2","1","1","2","18.18","19","0.00","0.87","38","25","8","3","0","3","23","10","9","1","0","4","5","1","33","42","12","0","0","-"
"880","Victor Soderstrom","ARI","D","4","57.15","1","1","0","1","2","66.67","6","16.67","0.22","12","6","5","0","0","1","0","0","0","0","0","0","0","1","4","1","0","0","0","-"
"11","Braydon Coburn","NYI, OTT","D","19","250.6","0","1","1","0","1","11.11","16","0.00","0.57","36","25","5","2","0","3","12","6","6","0","0","1","12","2","24","20","17","0","0","-"
"40","Jack Johnson","NYR","D","13","191.81666666667","1","0","0","0","1","50.00","13","7.69","0.34","24","18","4","1","0","1","8","4","4","0","0","1","6","2","26","22","10","0","0","-"
"60","Erik Johnson","COL","D","4","40.116666666667","0","1","1","0","1","33.33","3","0.00","0.05","5","3","0","0","0","0","2","1","1","0","0","0","1","0","4","2","3","0","0","-"
"140","Mark Borowiecki","NSH","D","22","248.76666666667","0","1","0","1","1","12.50","18","0.00","0.49","47","32","4","0","0","0","38","12","9","2","1","4","5","1","47","18","31","0","0","-"
"170","John Moore","BOS","D","5","85.883333333333","0","1","1","0","1","33.33","6","0.00","0.11","11","7","2","0","0","0","2","1","1","0","0","0","3","0","7","11","5","0","0","-"
"188","Kevin Connauton","FLA","D","7","95.616666666667","0","1","0","1","1","14.29","5","0.00","0.2","12","9","1","0","0","0","7","2","1","1","0","1","5","0","12","14","3","0","0","-"
"189","Byron Froese","CGY","C","6","40","1","0","0","0","1","100.00","2","50.00","0.1","3","3","1","0","0","0","2","1","1","0","0","0","0","1","8","6","3","8","18","30.77"
"197","Andrew Agozzino","ANA","L","3","34.333333333333","0","1","1","0","1","100.00","3","0.00","0.29","5","3","3","3","0","0","0","0","0","0","0","0","1","0","6","1","6","16","16","50.00"
"209","Greg McKegg","BOS","C","5","47.55","1","0","0","0","1","100.00","4","25.00","0.34","4","4","3","2","0","0","2","1","1","0","0","1","2","1","7","6","1","20","13","60.61"
"234","Jarred Tinordi","BOS, NSH","D","21","292.03333333333","0","1","1","0","1","12.50","27","0.00","0.55","50","39","7","0","1","2","11","4","3","1","0","5","3","5","54","53","21","0","0","-"
"252","Alex Belzile","MTL","R","2","19.983333333333","0","1","1","0","1","100.00","2","0.00","0.11","5","4","2","0","0","0","0","0","0","0","0","0","1","1","2","4","0","3","1","75.00"
"255","Matthew Peca","OTT","C","5","44.25","0","1","1","0","1","50.00","3","0.00","0.32","7","5","6","2","2","0","0","0","0","0","0","0","3","1","9","6","3","0","4","0.00"
"271","Joseph Cramarossa","MIN","C","4","41.5","0","1","1","0","1","100.00","3","0.00","0.04","3","3","0","0","0","0","15","2","0","1","1","1","2","0","10","6","1","0","0","-"
"284","Tomas Jurco","VGK","R","8","71.483333333333","0","1","1","0","1","33.33","11","0.00","0.61","18","14","12","4","0","1","0","0","0","0","0","0","1","0","4","7","2","0","1","0.00"
"307","Nathan Beaulieu","WPG","D","25","360.53333333333","0","1","0","1","1","7.69","25","0.00","0.56","51","34","10","0","0","1","20","7","5","2","0","3","19","3","34","24","22","0","0","-"
"317","Brad Hunt","MIN","D","12","123.86666666667","1","0","0","0","1","50.00","10","10.00","0.58","20","14","6","4","0","0","4","2","2","0","0","0","1","2","4","7","6","0","0","-"
"329","Stefan Matteau","CBJ","C","18","179.7","1","0","0","0","1","50.00","14","7.14","1.03","28","18","13","5","2","3","9","3","2","1","0","3","5","6","35","20","8","1","5","16.67"
"340","Slater Koekkoek","EDM","D","18","196.63333333333","1","0","0","0","1","25.00","14","7.14","0.44","37","21","9","0","0","6","2","1","1","0","0","2","10","3","9","19","21","0","0","-"
"350","Mackenzie MacEachern","STL","L","21","182.76666666667","0","1","1","0","1","20.00","22","0.00","1.87","25","23","17","7","3","3","8","4","4","0","0","0","1","1","33","26","2","1","1","50.00"
"363","Connor Carrick","N.J","D","11","190.61666666667","1","0","0","0","1","14.29","7","14.29","0.39","19","15","5","1","0","0","5","1","0","1","0","2","8","1","11","21","22","0","0","-"
"364","Dominic Toninato","WPG","C","2","24.55","0","1","1","0","1","100.00","2","0.00","0.24","4","3","4","2","0","1","0","0","0","0","0","1","0","0","4","3","1","0","1","0.00"
"391","Anton Blidh","BOS","L","10","95.35","1","0","0","0","1","100.00","9","11.11","0.58","17","15","4","2","0","1","6","3","3","0","0","0","2","1","25","9","4","0","2","0.00"
"393","Kyle Burroughs","COL","D","5","47.083333333333","0","1","0","1","1","50.00","3","0.00","0.11","8","6","1","0","0","0","5","1","0","1","0","2","1","1","9","11","2","0","0","-"
"395","Tyler Lewington","NSH","D","2","25.75","0","1","1","0","1","33.33","3","0.00","0.5","5","5","3","2","0","0","9","3","2","1","0","1","1","0","1","0","4","0","0","-"
"399","Tucker Poolman","WPG","D","39","637.01666666667","0","1","1","0","1","6.25","45","0.00","1.67","91","65","23","7","1","4","2","1","1","0","0","6","29","7","65","59","42","0","0","-"
"401","Luke Johnson","MIN","C","14","138.71666666667","1","0","0","0","1","25.00","11","9.09","0.63","20","16","7","3","0","0","5","1","0","1","0","3","0","2","29","14","4","44","40","52.38"
"403","Jonny Brodzinski","NYR","C","5","54.933333333333","1","0","0","0","1","100.00","7","14.29","0.32","8","8","3","1","0","0","4","2","2","0","0","0","1","0","4","4","2","0","1","0.00"
"404","Josh Brown","OTT","D","26","306.35","0","1","1","0","1","14.29","8","0.00","0.32","31","17","4","0","1","0","30","12","10","2","0","6","13","2","63","25","26","0","0","-"
"405","Sean Malone","NSH","C","1","9.5333333333333","0","1","1","0","1","100.00","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4","3","57.14"
"425","Jacob de la Rose","STL","L","13","116.48333333333","0","1","1","0","1","50.00","13","0.00","0.83","18","14","8","3","1","0","7","2","1","1","0","2","1","6","22","5","7","31","37","45.59"
"428","Steven Santini","STL","D","3","39","0","1","0","1","1","33.33","9","0.00","0.2","13","11","2","0","0","0","0","0","0","0","0","0","2","1","11","7","1","0","0","-"
"429","Nic Petan","TOR","C","7","65.283333333333","0","1","1","0","1","100.00","8","0.00","0.8","14","13","9","4","0","0","4","2","2","0","0","1","2","0","6","12","2","0","0","-"
"431","Madison Bowey","CHI","D","2","21.233333333333","0","1","0","1","1","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","2","1","4","4","1","0","0","-"
"447","Samuel Morin","PHI","L","20","190.25","1","0","0","0","1","50.00","13","7.69","0.46","25","18","9","0","1","0","37","10","6","3","1","3","3","1","38","34","13","0","0","-"
"457","Ross Johnston","NYI","L","12","103.75","0","1","0","1","1","100.00","5","0.00","0.4","6","6","6","4","1","1","33","7","4","1","2","2","1","1","43","7","6","1","3","25.00"
"460","Nathan Walker","STL","L","8","102.18333333333","1","0","0","0","1","33.33","10","10.00","1.27","16","14","13","6","0","3","2","1","1","0","0","1","1","3","14","13","6","1","2","33.33"
"469","Daniel Carr","WSH","L","6","60.833333333333","0","1","1","0","1","50.00","5","0.00","0.36","8","6","5","4","0","0","2","1","1","0","0","2","2","1","10","5","4","0","0","-"
"525","Dakota Joshua","STL","C","12","104.13333333333","1","0","0","0","1","100.00","9","11.11","0.53","11","9","3","2","0","0","7","2","1","1","0","5","1","3","23","21","2","36","27","57.14"
"558","Jansen Harkins","WPG","C","26","214.33333333333","0","1","1","0","1","33.33","14","0.00","1.22","27","19","12","4","1","1","4","2","2","0","0","3","2","1","11","11","3","11","7","61.11"
"560","Oliver Kylington","CGY","D","8","101.41666666667","0","1","1","0","1","33.33","7","0.00","0.28","16","12","5","0","1","0","0","0","0","0","0","0","4","2","3","4","1","0","0","-"
"570","Glenn Gawdin","CGY","C","7","46.766666666667","0","1","1","0","1","100.00","1","0.00","0.15","5","2","3","2","0","0","0","0","0","0","0","1","0","3","12","2","1","18","16","52.94"
"583","Nicolas Meloche","S.J","D","7","64.15","0","1","1","0","1","33.33","6","0.00","0.12","12","9","2","0","0","1","0","0","0","0","0","0","1","0","4","4","6","0","0","-"
"589","Mitchell Stephens","T.B","C","7","57.816666666667","0","1","1","0","1","100.00","2","0.00","0.23","4","4","3","1","0","0","0","0","0","0","0","1","0","1","8","0","1","25","17","59.52"
"620","Christian Jaros","S.J","D","7","75.5","0","1","0","1","1","50.00","3","0.00","0.05","10","6","0","0","0","1","2","1","1","0","0","1","2","3","9","15","8","0","0","-"
"631","Kole Sherwood","CBJ","R","6","61.466666666667","0","1","0","1","1","100.00","7","0.00","0.43","7","7","4","3","0","0","7","2","1","1","0","1","0","1","22","10","0","0","0","-"
"633","Jalen Chatfield","VAN","D","18","224.9","0","1","1","0","1","14.29","14","0.00","0.3","26","16","7","1","0","0","10","5","5","0","0","3","3","4","11","23","9","0","0","-"
"678","Nick Caamano","DAL","R","24","216.41666666667","0","1","1","0","1","33.33","33","0.00","1.82","48","38","23","10","1","3","13","5","4","1","0","6","7","5","41","25","7","1","0","100.00"
"679","Connor Bunnaman","PHI","C","18","190.38333333333","0","1","1","0","1","33.33","15","0.00","0.98","26","19","17","4","4","0","2","1","1","0","0","0","0","5","29","19","4","53","48","52.48"
"682","Riley Stillman","CHI, FLA","D","20","280.6","1","0","0","0","1","7.14","26","3.85","1.15","50","33","15","6","0","3","14","4","2","2","0","5","12","4","44","41","26","0","0","-"
"699","Tarmo Reunanen","NYR","D","4","51.166666666667","0","1","1","0","1","50.00","5","0.00","0.06","6","5","0","0","0","0","0","0","0","0","0","0","0","1","4","4","5","0","0","-"
"705","Lucas Carlsson","CHI","D","12","143.23333333333","0","1","1","0","1","20.00","10","0.00","0.32","18","12","4","0","0","1","2","1","1","0","0","0","3","1","6","7","3","0","0","-"
"711","Joachim Blichfeld","S.J","R","5","37.1","1","0","0","0","1","100.00","3","33.33","0.24","6","5","2","1","1","0","12","2","1","0","1","0","1","0","2","7","2","0","0","-"
"715","Jeremy Davies","NSH","D","16","224.61666666667","0","1","1","0","1","10.00","18","0.00","1.06","34","24","14","3","0","0","8","4","4","0","0","3","8","3","10","22","7","0","0","-"
"717","Matt Luff","L.A","R","13","131.45","1","0","0","0","1","100.00","18","5.56","1.75","33","29","20","7","0","3","5","1","0","1","0","3","4","1","8","5","6","2","2","50.00"
"722","Alex Barre-Boulet","T.B","C","15","184.08333333333","1","0","0","0","1","14.29","13","7.69","1.53","27","20","20","5","0","1","0","0","0","0","0","0","4","3","8","9","5","1","3","25.00"
"726","Gavin Bayreuther","CBJ","D","9","135.23333333333","1","0","0","0","1","33.33","16","6.25","0.69","32","23","9","2","1","3","7","2","1","1","0","2","0","5","12","15","4","0","0","-"
"747","Adam Ruzicka","CGY","C","3","26.266666666667","0","1","0","1","1","50.00","2","0.00","0.46","5","3","3","3","1","0","2","1","1","0","0","0","1","0","1","1","0","10","13","43.48"
"749","Klim Kostin","STL","C","2","27.6","0","1","1","0","1","100.00","0","-","0.06","2","1","1","0","0","0","0","0","0","0","0","1","2","1","9","2","0","0","0","-"
"763","Aleksi Heponiemi","FLA","C","9","98.083333333333","0","1","0","1","1","33.33","13","0.00","1.67","18","16","15","7","0","2","2","1","1","0","0","2","2","5","0","6","1","0","0","-"
"794","Ivan Chekhovich","S.J","L","4","41.1","0","1","1","0","1","100.00","5","0.00","0.39","6","5","4","3","0","0","0","0","0","0","0","0","2","1","0","1","2","0","0","-"
"795","Morgan Barron","NYR","C","5","58.183333333333","1","0","0","0","1","50.00","3","33.33","0.1","7","4","4","1","1","0","2","1","1","0","0","1","2","0","11","8","2","7","6","53.85"
"799","Alexander True","S.J","C","7","62.866666666667","0","1","1","0","1","50.00","7","0.00","0.75","10","9","9","8","3","1","6","3","3","0","0","2","1","2","4","13","5","18","24","42.86"
"800","Parker Kelly","OTT","C","1","5.8166666666667","1","0","0","0","1","100.00","1","100.00","0.07","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","-"
"803","Austin Strand","L.A","D","13","172.11666666667","0","1","0","1","1","11.11","9","0.00","0.56","25","17","8","2","0","2","6","3","3","0","0","1","1","2","14","17","14","0","0","-"
"814","Ryan McLeod","EDM","C","10","107.71666666667","0","1","1","0","1","33.33","3","0.00","0.29","11","7","6","1","0","0","0","0","0","0","0","1","6","1","3","18","5","35","31","53.03"
"829","Rasmus Kupari","L.A","C","7","73.85","1","0","0","0","1","100.00","7","14.29","0.64","9","7","7","3","0","0","2","1","1","0","0","0","0","0","7","4","3","33","30","52.38"
"840","Jan Jenik","ARI","R","2","23.566666666667","1","0","0","0","1","50.00","2","50.00","0.17","3","3","1","1","0","0","0","0","0","0","0","0","0","1","2","1","0","12","11","52.17"
"861","Brogan Rafferty","VAN","D","1","10.933333333333","0","1","0","1","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","0","0","-"
"865","Peyton Krebs","VGK","C","4","42.466666666667","0","1","1","0","1","33.33","1","0.00","0.22","4","2","3","2","0","0","0","0","0","0","0","0","1","1","4","4","1","6","3","66.67"
"875","Arthur Kaliyev","L.A","R","1","12.95","1","0","0","0","1","100.00","1","100.00","0.26","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"878","Nicholas Robertson","TOR","L","6","50.533333333333","0","1","0","1","1","50.00","8","0.00","0.63","16","12","8","1","1","0","0","0","0","0","0","0","1","1","2","9","2","0","0","-"
"890","Tyce Thompson","N.J","R","7","59.716666666667","0","1","1","0","1","100.00","4","0.00","0.3","6","5","2","2","0","1","0","0","0","0","0","0","0","2","5","10","2","0","9","0.00"
"893","Drew O'Connor","PIT","L","10","71.233333333333","0","1","0","1","1","100.00","7","0.00","0.53","15","12","7","1","0","0","2","1","1","0","0","1","3","2","6","8","2","0","1","0.00"
"900","Quinton Byfield","L.A","C","6","76.6","0","1","0","1","1","50.00","9","0.00","0.68","11","10","7","2","0","0","2","1","1","0","0","0","1","3","3","9","3","23","38","37.70"
"902","Justin Richards","NYR","C","1","10.183333333333","0","1","1","0","1","100.00","2","0.00","0.1","2","2","2","1","1","0","0","0","0","0","0","0","0","1","2","1","1","0","0","-"
"904","Mathias Brome","DET","L","26","298.68333333333","1","0","0","0","1","33.33","17","5.88","1.66","30","27","18","9","1","2","8","4","4","0","0","4","10","10","19","19","6","1","2","33.33"
"908","Fredrik Handemark","S.J","C","8","74.683333333333","1","0","0","0","1","100.00","5","20.00","0.95","8","6","7","5","0","0","2","1","1","0","0","0","3","2","14","11","1","28","30","48.28"
"913","Jackson Cates","PHI","C","4","41.066666666667","0","1","1","0","1","100.00","7","0.00","0.98","8","7","6","5","0","2","0","0","0","0","0","1","1","1","0","1","0","13","11","54.17"
"18","Loui Eriksson","VAN","L","7","57.433333333333","0","0","0","0","0","-","5","0.00","0.26","6","5","3","0","0","0","2","1","1","0","0","1","0","3","1","5","0","1","0","100.00"
"72","Michael Frolik","MTL","R","8","89.516666666667","0","0","0","0","0","-","14","0.00","0.86","24","17","9","2","0","0","0","0","0","0","0","1","1","1","9","9","1","6","3","66.67"
"96","Yannick Weber","PIT","D","2","19.283333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","4","3","0","0","0","-"
"111","Micheal Haley","OTT","L","4","23.65","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","5","1","0","1","0","1","0","0","10","2","0","0","1","0.00"
"121","Luca Sbisa","NSH","D","1","11.2","0","0","0","0","0","-","0","-","0.08","2","1","1","1","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","-"
"129","Aaron Ness","ARI","D","1","12.833333333333","0","0","0","0","0","-","1","0.00","0.11","2","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"144","Zac Rinaldo","CGY","C","4","22.133333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","1","0","0","5","1","0","1","0","1","2","2","13","4","0","0","0","-"
"145","Matt Bartkowski","MIN","D","1","11.366666666667","0","0","0","0","0","-","2","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"176","Brandon Pirri","CHI","C","1","9.65","0","0","0","0","0","-","2","0.00","0.21","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"179","Drew Shore","CAR","C","4","33.783333333333","0","0","0","0","0","-","3","0.00","0.18","4","3","2","2","0","0","2","1","1","0","0","0","0","1","2","5","0","2","12","14.29"
"208","Mark Alt","L.A","D","2","24.483333333333","0","0","0","0","0","-","3","0.00","0.06","4","3","0","0","0","0","2","1","1","0","0","0","0","0","2","4","1","0","0","-"
"238","Michael Chaput","ARI","C","13","111.88333333333","0","0","0","0","0","-","3","0.00","0.42","11","6","6","5","0","1","10","5","5","0","0","0","2","2","19","10","6","35","32","52.24"
"244","Kenny Agostino","TOR","L","1","4.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"248","Brandon Davidson","BUF","D","6","83.366666666667","0","0","0","0","0","-","7","0.00","0.12","11","7","1","0","0","0","4","2","2","0","0","1","0","4","14","8","4","0","0","-"
"267","Fredrik Claesson","S.J, T.B","D","6","66.6","0","0","0","0","0","0.00","4","0.00","0.09","7","6","0","0","0","0","12","2","1","0","1","0","7","0","10","9","6","0","0","-"
"269","Andrew Shaw","CHI","R","14","142.16666666667","0","0","0","0","0","0.00","14","0.00","0.68","21","17","9","4","1","0","6","3","3","0","0","5","2","2","18","20","3","19","18","51.35"
"276","Andy Andreoff","PHI","C","6","50.666666666667","0","0","0","0","0","-","2","0.00","0.09","4","4","1","0","1","0","9","3","2","1","0","1","0","1","14","2","1","15","9","62.50"
"277","Andy Welinski","ANA","D","13","174.55","0","0","0","0","0","0.00","14","0.00","0.41","30","23","1","0","0","2","0","0","0","0","0","1","6","2","12","9","7","0","0","-"
"291","Xavier Ouellet","MTL","D","6","83.1","0","0","0","0","0","0.00","5","0.00","0.29","10","8","2","1","0","0","2","1","1","0","0","1","3","0","17","10","8","0","0","-"
"309","Stefan Noesen","S.J, TOR","R","6","54.75","0","0","0","0","0","-","5","0.00","0.25","5","5","3","2","1","1","2","1","1","0","0","2","0","1","4","3","0","1","3","25.00"
"315","Kurtis Gabriel","S.J","R","11","82.816666666667","0","0","0","0","0","0.00","4","0.00","0.71","11","9","7","4","1","1","45","11","5","5","1","6","0","1","46","23","10","0","0","-"
"358","Martin Frk","L.A","R","1","8.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"379","Joakim Ryan","CAR","D","4","39.266666666667","0","0","0","0","0","-","2","0.00","0.06","4","2","0","0","0","0","0","0","0","0","0","1","0","0","1","5","1","0","0","-"
"383","Scott Sabourin","TOR","R","1","4.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","1","0","0","3","1","0","0","0","-"
"384","Buddy Robinson","CGY","R","9","63.05","0","0","0","0","0","0.00","6","0.00","0.52","13","8","7","3","0","1","0","0","0","0","0","1","2","4","14","5","0","1","2","33.33"
"390","Brian Pinho","WSH","C","2","15.616666666667","0","0","0","0","0","-","3","0.00","0.2","3","3","1","1","0","0","0","0","0","0","0","0","0","0","1","2","1","8","6","57.14"
"406","Hudson Fasching","ARI","R","5","46.633333333333","0","0","0","0","0","-","7","0.00","1.2","9","8","7","5","0","1","0","0","0","0","0","0","1","0","6","6","1","0","0","-"
"420","Michael McCarron","NSH","R","6","54.366666666667","0","0","0","0","0","-","2","0.00","0.44","7","5","4","2","1","2","12","2","1","0","1","1","0","2","12","3","0","12","21","36.36"
"430","Justin Bailey","VAN","R","3","19.65","0","0","0","0","0","-","6","0.00","0.58","7","7","2","2","1","0","2","1","1","0","0","0","0","0","2","3","0","0","0","-"
"455","Frederik Gauthier","ARI","C","2","13.483333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","1","0","0","2","1","1","0","0","0","0","0","1","1","1","6","10","37.50"
"456","Jean-Sebastien Dea","BUF","C","1","5.45","0","0","0","0","0","-","2","0.00","0.26","2","2","2","2","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"458","Dakota Mermis","MIN","D","3","47","0","0","0","0","0","0.00","2","0.00","0.11","6","3","1","0","0","1","0","0","0","0","0","0","1","0","9","0","3","0","0","-"
"459","Philippe Maillet","WSH","C","2","18.3","0","0","0","0","0","-","1","0.00","0.27","3","3","3","3","0","0","0","0","0","0","0","0","1","0","1","3","0","6","6","50.00"
"461","Josh Currie","PIT","R","1","5.0833333333333","0","0","0","0","0","-","0","-","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3","40.00"
"463","Kevin Czuczman","PIT","D","2","20.3","0","0","0","0","0","-","2","0.00","0.07","4","3","1","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","-"
"468","Patrick Brown","VGK","C","4","36.15","0","0","0","0","0","-","5","0.00","0.22","10","8","1","0","0","0","2","1","1","0","0","0","0","1","7","2","2","16","7","69.57"
"487","Sonny Milano","ANA","L","6","78.15","0","0","0","0","0","0.00","8","0.00","0.84","15","13","7","5","1","0","0","0","0","0","0","1","3","0","4","9","0","0","0","-"
"490","Tony DeAngelo","NYR","D","6","81.766666666667","0","0","0","0","0","0.00","10","0.00","0.26","15","13","3","0","0","1","0","0","0","0","0","0","3","1","2","11","5","0","0","-"
"501","Ryan MacInnis","CBJ","C","16","155.98333333333","0","0","0","0","0","0.00","14","0.00","0.88","22","16","10","5","1","2","0","0","0","0","0","1","5","3","19","22","3","28","31","47.46"
"509","Louie Belpedio","MIN","D","1","11.816666666667","0","0","0","0","0","-","2","0.00","0.05","3","3","1","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","-"
"514","Lucas Wallmark","CHI, FLA","C","20","198.05","0","0","0","0","0","0.00","9","0.00","0.62","17","12","7","1","0","0","6","3","3","0","0","2","4","4","23","21","5","58","84","40.85"
"515","Chase De Leo","ANA","C","1","13.033333333333","0","0","0","0","0","-","1","0.00","0.14","3","3","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","4","8","33.33"
"517","Austin Poganski","STL","R","5","37.816666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","2","2","8","5","2","0","0","-"
"522","Ben Thomas","T.B","D","5","65.683333333333","0","0","0","0","0","0.00","3","0.00","0.07","7","4","1","0","0","0","0","0","0","0","0","0","1","1","3","19","3","0","0","-"
"527","Daniel Walcott","T.B","L","1","9.8666666666667","0","0","0","0","0","-","1","0.00","0.12","1","1","1","1","1","0","5","1","0","1","0","1","0","1","7","0","0","0","1","0.00"
"535","Ondrej Kase","BOS","R","3","22.533333333333","0","0","0","0","0","-","4","0.00","0.73","9","8","6","3","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","-"
"537","Jacob Middleton","S.J","D","1","8.5666666666667","0","0","0","0","0","0.00","1","0.00","0.05","2","2","0","0","0","0","2","1","1","0","0","1","1","0","2","2","1","0","0","-"
"545","Jonas Siegenthaler","N.J, WSH","D","15","199.95","0","0","0","0","0","0.00","7","0.00","0.33","29","18","2","0","0","1","4","2","2","0","0","1","10","3","19","16","12","0","0","-"
"557","A.J. Greer","N.J","L","1","8.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","1","0","0","0","1","0","0","0","-"
"564","David Kase","PHI","R","1","9.0833333333333","0","0","0","0","0","-","0","-","0","3","0","2","0","1","0","0","0","0","0","0","0","1","0","0","2","1","0","0","-"
"575","Noah Juulsen","FLA","D","4","46.033333333333","0","0","0","0","0","-","5","0.00","0.09","7","7","1","0","0","0","0","0","0","0","0","0","2","0","9","5","3","0","0","-"
"581","Guillaume Brisebois","VAN","D","1","10.633333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","-"
"588","Kyle Capobianco","ARI","D","2","24.333333333333","0","0","0","0","0","-","2","0.00","0.05","7","4","0","0","0","0","2","1","1","0","0","0","0","1","1","3","2","0","0","-"
"591","Zach Senyshyn","BOS","R","8","79","0","0","0","0","0","-","10","0.00","0.77","14","12","9","5","0","0","2","1","1","0","0","1","1","2","11","9","1","0","2","0.00"
"592","Filip Chlapik","OTT","C","1","7.15","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"598","Dennis Gilbert","COL","D","3","18","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","5","1","0","1","0","1","0","0","2","5","1","0","0","-"
"602","Austin Czarnik","NYI","C","4","39.883333333333","0","0","0","0","0","-","1","0.00","0.09","3","2","3","0","0","0","0","0","0","0","0","0","0","1","2","3","1","4","4","50.00"
"611","William Borgen","BUF","D","10","143.98333333333","0","0","0","0","0","0.00","7","0.00","0.22","11","10","1","0","0","1","4","2","2","0","0","0","1","0","25","11","8","0","0","-"
"612","Colton White","N.J","D","2","28.05","0","0","0","0","0","-","3","0.00","0.08","4","3","2","1","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","-"
"616","Dmytro Timashov","NYI","L","1","7.1666666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"619","Dominik Simon","CGY","C","11","100.26666666667","0","0","0","0","0","0.00","3","0.00","0.27","10","4","5","2","0","1","0","0","0","0","0","3","3","0","11","6","4","3","7","30.00"
"625","Cameron Hughes","BOS","C","1","14.6","0","0","0","0","0","-","3","0.00","0.36","6","4","5","2","1","0","0","0","0","0","0","0","0","3","2","2","1","4","7","36.36"
"630","Sami Niku","WPG","D","6","75.25","0","0","0","0","0","0.00","2","0.00","0.11","8","4","2","1","0","0","8","4","4","0","0","1","4","0","0","12","7","0","0","-"
"642","Joey Anderson","TOR","R","1","9.5","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0","0","0","3","0","1","0.00"
"650","Frederic Allard","NSH","D","1","16.983333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"665","Carsen Twarynski","PHI","L","7","61.466666666667","0","0","0","0","0","-","4","0.00","0.23","7","6","4","1","0","0","2","1","1","0","0","0","0","0","17","4","2","1","2","33.33"
